"","SOC_CODE","EMPLOYER_STATE","EMPLOYER_NAME","frequency","State"
"386",13,"MT","SOCIAL FINANCE, INC",1,"Montana"
"387",13,"MT","THE FUSION GROUP, INC",1,"Montana"
"388",13,"MT","THE SUMMIT LIGHTHOUSE, INC",1,"Montana"
"389",13,"NC","BOFA SECURITIES, INC",225,"North Carolina"
"390",13,"NC","BANK OF AMERICA N.A",87,"North Carolina"
"391",13,"NC","INTERNATIONAL BUSINESS MACHINES CORPORATION",32,"North Carolina"
"392",13,"NC","IQVIA INC",14,"North Carolina"
"393",13,"NC","LENOVO (UNITED STATES) INC",13,"North Carolina"
"394",13,"ND","NORIDIAN HEALTHCARE SOLUTIONS",2,"North Dakota"
"395",13,"ND","ALLEGIANCE FUNDRAISING LLC",1,"North Dakota"
"396",13,"ND","FLATTUM ENGINEERING SOLUTIONS",1,"North Dakota"
"397",13,"ND","MIKE.1 HOSPITALITY LLC",1,"North Dakota"
"398",13,"ND","XMPRO CONSULTING SERVICES, INC",1,"North Dakota"
"399",13,"NE","SPREETAIL LLC",7,"Nebraska"
"400",13,"NE","ACI WORLDWIDE CORP",3,"Nebraska"
"401",13,"NE","BOARD OF REGENTS OF THE UNIVERSITY OF NEBRASKA",2,"Nebraska"
"402",13,"NE","FIRST NATIONAL BANK OF OMAHA",2,"Nebraska"
"403",13,"NE","LACY CONSTRUCTION COMPANY",2,"Nebraska"
"404",13,"NH","CELESTICA LLC",2,"New Hampshire"
"405",13,"NH","DARTMOUTH COLLEGE",2,"New Hampshire"
"406",13,"NH","FY INTERNATIONAL LLC",2,"New Hampshire"
"407",13,"NH","RIVERSTONE RESOURCES LLC",2,"New Hampshire"
"408",13,"NH","AMPHENOL TCS- DIVISION OF AMPHENOL CORPORATION",1,"New Hampshire"
"409",13,"NJ","ERNST YOUNG U.S. LLP",3962,"New Jersey"
"410",13,"NJ","GOLDMAN SACHS CO. LLC",700,"New Jersey"
"411",13,"NJ","WIPRO LIMITED",92,"New Jersey"
"412",13,"NJ","TECH MAHINDRA (AMERICAS), INC",75,"New Jersey"
"413",13,"NJ","GOLDMAN SACHS BANK USA",56,"New Jersey"
"414",13,"NM","BAYWA R.E. SOLAR SYSTEMS, LLC",7,"New Mexico"
"415",13,"NM","HARSHWAL COMPANY LLP",3,"New Mexico"
"416",13,"NM","ASSURANCE TAX ACCOUNTING PC",2,"New Mexico"
"417",13,"NM","RICCI COMPANY, LLC",2,"New Mexico"
"418",13,"NM","UNIVERSITY OF THE SOUTHWEST",2,"New Mexico"
"419",13,"NV","CONNOR GROUP, INC",9,"Nevada"
"420",13,"NV","CREDIT ONE BANK, N.A",7,"Nevada"
"421",13,"NV","SCIENTIFIC GAMES CORPORATION",6,"Nevada"
"422",13,"NV","MGM RESORTS INTERNATIONAL OPERATIONS, INC",5,"Nevada"
"423",13,"NV","ACE STAFFING COMPANY, INC",2,"Nevada"
"424",13,"NY","CITIBANK, N.A",338,"New York"
"425",13,"NY","MCKINSEY COMPANY, INC. UNITED STATES",286,"New York"
"426",13,"NY","CREDIT SUISSE SECURITIES (USA) LLC",162,"New York"
"427",13,"NY","EXLSERVICE.COM, LLC",140,"New York"
"428",13,"NY","DEUTSCHE BANK SECURITIES, INC",99,"New York"
"429",13,"OH","FIFTH THIRD BANK NATIONAL ASSOCIATION",30,"Ohio"
"430",13,"OH","FIFTH THIRD BANK, AN OHIO BANKING CORPORATION",27,"Ohio"
"431",13,"OH","CARDINAL HEALTH",14,"Ohio"
"432",13,"OH","FIFTH THIRD BANK, NATIONAL ASSOCIATION",10,"Ohio"
"433",13,"OH","KEYBANK NATIONAL ASSOCIATION",9,"Ohio"
"434",13,"OK","TEK LEADERS INC",7,"Oklahoma"
"435",13,"OK","ADVANCED KNOWLEDGE TECH, LLC",2,"Oklahoma"
"436",13,"OK","CCK STRATEGIES, PLLC",2,"Oklahoma"
"437",13,"OK","NAMITUS TECHNOLOGIES INC",2,"Oklahoma"
"438",13,"OK","BRADEN GROUP",1,"Oklahoma"
"439",13,"OR","NIKE, INC",20,"Oregon"
"440",13,"OR","KBF CPAS LLP",5,"Oregon"
"441",13,"OR","OREGON STATE UNIVERSITY",4,"Oregon"
"442",13,"OR","PLANB CONSULTANCY INTERNATIONAL LLC",4,"Oregon"
"443",13,"OR","PROPELLER, INC",3,"Oregon"
"444",13,"PA","DELOITTE TOUCHE LLP",773,"Pennsylvania"
"445",13,"PA","DELOITTE TAX LLP",398,"Pennsylvania"
"446",13,"PA","DELOITTE CONSULTING LLP",325,"Pennsylvania"
"447",13,"PA","DELOITTE TRANSACTIONS AND BUSINESS ANALYTICS LLP",91,"Pennsylvania"
"448",13,"PA","THE BANK OF NEW YORK MELLON",48,"Pennsylvania"
"449",13,"RI","CVS PHARMACY, INC",9,"Rhode Island"
"450",13,"RI","CITIZENS FINANCIAL GROUP, INC",4,"Rhode Island"
"451",13,"RI","AETNA RESOURCES LLC",3,"Rhode Island"
"452",13,"RI","CAREMARK, LLC",3,"Rhode Island"
"453",13,"RI","AMICA MUTUAL INSURANCE COMPANY",2,"Rhode Island"
"454",13,"SC","CONTINENTAL TIRE THE AMERICAS, LLC",8,"South Carolina"
"455",13,"SC","ELLIOTT DAVIS, LLC",4,"South Carolina"
"456",13,"SC","AMERICAN ALUPACK INDUSTRIES LLC",2,"South Carolina"
"457",13,"SC","ENSTAR (US) INC",2,"South Carolina"
"458",13,"SC","GREYSTAR MANAGEMENT SERVICES, LP",2,"South Carolina"
"459",13,"SD","CAPITAL CARD SERVICES, INC",1,"South Dakota"
"460",13,"SD","SANFORD HEALTH",1,"South Dakota"
"461",13,"SD","TRIDENT TRUST COMPANY (SOUTH DAKOTA) INC",1,"South Dakota"
"462",13,"SD","WELLS FARGO BANK, N.A",1,"South Dakota"
"463",13,"TN","UBS BUSINESS SOLUTIONS US LLC",66,"Tennessee"
"464",13,"TN","CUMMINS INC",61,"Tennessee"
"465",13,"TN","UBS SECURITIES LLC",37,"Tennessee"
"466",13,"TN","UBS FINANCIAL SERVICES INC",13,"Tennessee"
"467",13,"TN","UBS ASSET MANAGEMENT AMERICAS INC",6,"Tennessee"
"468",13,"TX","KPMG LLP",453,"Texas"
"469",13,"TX","COGNIZANT TECHNOLOGY SOLUTIONS US CORP",437,"Texas"
"470",13,"TX","INFOSYS LIMITED",400,"Texas"
"471",13,"TX","DELL PRODUCTS L.P",49,"Texas"
"472",13,"TX","INFOSYS BPM LIMITED",35,"Texas"
"473",13,"UT","UNIVERSITY OF UTAH",5,"Utah"
"474",13,"UT","CICERO RESEARCH, LLC",4,"Utah"
"475",13,"UT","WEBBANK",4,"Utah"
"476",13,"UT","BRIGHAM YOUNG UNIVERSITY",3,"Utah"
"477",13,"UT","CLEAR LINK TECHNOLOGIES LLC",3,"Utah"
"478",13,"VA","SYSTEM SOFT TECHNOLOGIES, LLC",59,"Virginia"
"479",13,"VA","CSC COVANSYS CORPORATION",47,"Virginia"
"480",13,"VA","COMPUTER SCIENCES CORPORATION",36,"Virginia"
"481",13,"VA","CROSSCOUNTRY CONSULTING",25,"Virginia"
"482",13,"VA","CHINA TELECOM (AMERICAS) CORPORATION",17,"Virginia"
"483",13,"VT","NATIONAL LIFE INSURANCE COMPANY",4,"Vermont"
"484",13,"VT","HALE RESOURCES LLC",2,"Vermont"
"485",13,"VT","RESOURCE SYSTEMS GROUP, INC",2,"Vermont"
"486",13,"VT","HAEMATOLOGIC TECHNOLOGIES, LLC",1,"Vermont"
"487",13,"VT","ITECH US, INC",1,"Vermont"
"488",13,"WA","MICROSOFT CORPORATION",530,"Washington"
"489",13,"WA","AMAZON.COM SERVICES LLC",343,"Washington"
"490",13,"WA","AMAZON.COM SERVICES, INC",59,"Washington"
"491",13,"WA","GENIUS MINDS LLC",38,"Washington"
"492",13,"WA","EXPEDIA, INC",28,"Washington"
"493",13,"WI","FEWI DEVELOPMENT CORPORATION",8,"Wisconsin"
"494",13,"WI","AFE, INC",7,"Wisconsin"
"495",13,"WI","AMERICAN FAMILY MUTUAL INSURANCE COMPANY, S.I",6,"Wisconsin"
"496",13,"WI","EXPERIS US, INC",5,"Wisconsin"
"497",13,"WI","AP ACCOUNTING, INC",4,"Wisconsin"
"498",13,"WV","MYLAN PHARMACEUTICALS INC",2,"West Virginia"
"499",13,"WV","RECLAIM COMPANY, LLC",2,"West Virginia"
"500",13,"WV","CLEARON CORP",1,"West Virginia"
"501",13,"WV","COALFIELD DEVELOPMENT CORPORATION",1,"West Virginia"
"502",13,"WV","MHI RJ AVIATION INC",1,"West Virginia"
"503",13,"WY","FWE INVEST, LLC",2,"Wyoming"
"504",13,"WY","CEDARS HEALTH LLC",1,"Wyoming"
"505",13,"WY","CHROMA MANAGEMENT LLC",1,"Wyoming"
"506",13,"WY","OUTPOST INC",1,"Wyoming"
"507",13,"WY","STATE OF WYOMING",1,"Wyoming"
"508",14,"NC","APEX ANALYTIX, LLC",1,"North Carolina"
"509",14,"NY","VR NETWORKS INC",1,"New York"
"510",15,"AK","CHENEGA CORPORATION",2,"Alaska"
"511",15,"AK","GCI COMMUNICATION CORP",2,"Alaska"
"512",15,"AK","NORTHWEST DATA SOLUTIONS",1,"Alaska"
"513",15,"AL","SHIPT, INC",38,"Alabama"
"514",15,"AL","THE UNIVERSITY OF ALABAMA AT BIRMINGHAM",24,"Alabama"
"515",15,"AL","INFODRIVE SYSTEMS, INC",22,"Alabama"
"516",15,"AL","REGIONS BANK",20,"Alabama"
"517",15,"AL","GPS IT SOLUTIONS LLC",19,"Alabama"
"518",15,"AR","WAL-MART ASSOCIATES, INC",2036,"Arkansas"
"519",15,"AR","FEDERAL SOFT SYSTEMS INC",219,"Arkansas"
"520",15,"AR","J.B. HUNT TRANSPORT, INC",107,"Arkansas"
"521",15,"AR","INVINCIBLE TECH SYSTEMS INC",58,"Arkansas"
"522",15,"AR","PROTECH SOLUTIONS INC",33,"Arkansas"
"523",15,"AZ","WELLS FARGO BANK, N.A",308,"Arizona"
"524",15,"AZ","INTRAEDGE, INC",220,"Arizona"
"525",15,"AZ","GODADDY.COM, LLC",111,"Arizona"
"526",15,"AZ","NORTONLIFELOCK INC",97,"Arizona"
"527",15,"AZ","ASML US, LP",75,"Arizona"
"528",15,"CA","GOOGLE LLC",8482,"California"
"529",15,"CA","HCL AMERICA, INC",3732,"California"
"530",15,"CA","FACEBOOK, INC",2652,"California"
"531",15,"CA","APPLE INC",2069,"California"
"532",15,"CA","SALESFORCE.COM, INC",1608,"California"
"533",15,"CO","CHARLES SCHWAB AND COMPANY, INC",275,"Colorado"
"534",15,"CO","WESTERN UNION, LLC",97,"Colorado"
"535",15,"CO","DISH NETWORK LLC",95,"Colorado"
"536",15,"CO","HP INC",90,"Colorado"
"537",15,"CO","SDH SYSTEMS LLC",73,"Colorado"
"538",15,"CT","QUEST GLOBAL SERVICES- N.A., INC",478,"Connecticut"
"539",15,"CT","AETNA RESOURCES LLC",186,"Connecticut"
"540",15,"CT","CYMA SYSTEMS INC",155,"Connecticut"
"541",15,"CT","SOFTWARE ENTERPRISE LLC",121,"Connecticut"
"542",15,"CT","GE HEALTHCARE IITS USA CORP",99,"Connecticut"
"543",15,"DC","CAMBIUM ASSESSMENT, INC",64,"District of Columbia"
"544",15,"DC","RALLY HEALTH, INC",63,"District of Columbia"
"545",15,"DC","COSTAR REALTY INFORMATION, INC",44,"District of Columbia"
"546",15,"DC","EAB GLOBAL, INC",38,"District of Columbia"
"547",15,"DC","FINANCIAL INDUSTRY REGULATORY AUTHORITY, INC",33,"District of Columbia"
"548",15,"DE","BLACKROCK FINANCIAL MANAGEMENT, INC",371,"Delaware"
"549",15,"DE","CIRQUETECH GROUP INC",93,"Delaware"
"550",15,"DE","IT RESOURCES INC",93,"Delaware"
"551",15,"DE","MICAN TECHNOLOGIES, INC",90,"Delaware"
"552",15,"DE","DELASOFT, INC",76,"Delaware"
"553",15,"FL","KFORCE INC",822,"Florida"
"554",15,"FL","PRICEWATERHOUSECOOPERS ADVISORY SERVICES LLC",659,"Florida"
"555",15,"FL","ADECCO GROUP NA/MODIS, INC",145,"Florida"
"556",15,"FL","CITRIX SYSTEMS, INC",136,"Florida"
"557",15,"FL","PRICEWATERHOUSECOOPERS LLP",132,"Florida"
"558",15,"GA","COX AUTOMOTIVE CORPORATE SERVICES, LLC",243,"Georgia"
"559",15,"GA","HOME DEPOT PRODUCT AUTHORITY, LLC",200,"Georgia"
"560",15,"GA","EQUIFAX INC",182,"Georgia"
"561",15,"GA","PARAMOUNT SOFTWARE SOLUTIONS INC",144,"Georgia"
"562",15,"GA","DELTA AIR LINES, INC",142,"Georgia"
"563",15,"HI","HAWAII MEDICAL SERVICE ASSOCIATION",8,"Hawaii"
"564",15,"HI","BANK OF HAWAII",5,"Hawaii"
"565",15,"HI","RESEARCH CORPORATION OF THE UNIVERSITY OF HAWAII",5,"Hawaii"
"566",15,"HI","ASSOCIATION OF UNIVERSITIES FOR RESEARCH IN ASTRONOMY",4,"Hawaii"
"567",15,"HI","AMERICAN SAVINGS BANK, FSB",3,"Hawaii"
"568",15,"IA","ROCKWELL COLLINS INC",123,"Iowa"
"569",15,"IA","INTELIROUTE TECHNOLOGIES LLC",85,"Iowa"
"570",15,"IA","SOFTWORLD TECHNOLOGIES LLC",60,"Iowa"
"571",15,"IA","E-GIANTS TECHNOLOGIES LLC",55,"Iowa"
"572",15,"IA","QUALITY CONSULTING, INC",36,"Iowa"
"573",15,"ID","MICRON TECHNOLOGY, INC",102,"Idaho"
"574",15,"ID","THE INTERNET TRUCKSTOP LLC",23,"Idaho"
"575",15,"ID","MELALEUCA, INC",7,"Idaho"
"576",15,"ID","MICRON SEMICONDUCTOR PRODUCTS, INC",6,"Idaho"
"577",15,"ID","CRADLEPOINT, INC",4,"Idaho"
"578",15,"IL","ACCENTURE LLP",5901,"Illinois"
"579",15,"IL","CAPGEMINI AMERICA INC",5215,"Illinois"
"580",15,"IL","JPMORGAN CHASE CO",2075,"Illinois"
"581",15,"IL","CAPGEMINI AMERICA, INC",509,"Illinois"
"582",15,"IL","DFS CORPORATE SERVICES LLC",405,"Illinois"
"583",15,"IN","ANTHEM, INC",737,"Indiana"
"584",15,"IN","AGILE SCIENTIFIC GROUP",159,"Indiana"
"585",15,"IN","PYRAMID TECHNOLOGY SOLUTIONS, INC",141,"Indiana"
"586",15,"IN","ZIMMER, INC",66,"Indiana"
"587",15,"IN","GYANSYS INC",55,"Indiana"
"588",15,"KS","SPRINT CORPORATION",96,"Kansas"
"589",15,"KS","CHELSOFT SOLUTIONS CO",69,"Kansas"
"590",15,"KS","HYR GLOBAL SOURCE INC",65,"Kansas"
"591",15,"KS","SAICON CONSULTANTS, INC",57,"Kansas"
"592",15,"KS","DIGITAL MASTERS INC",52,"Kansas"
"593",15,"KY","V-SOFT CONSULTING GROUP, INC",495,"Kentucky"
"594",15,"KY","COOLSOFT LLC",163,"Kentucky"
"595",15,"KY","HUMANA INC",78,"Kentucky"
"596",15,"KY","HUMANA INSURANCE COMPANY",51,"Kentucky"
"597",15,"KY","QUIDDITY INFOTECH LLC",23,"Kentucky"
"598",15,"LA","INFOSYTECH SOLUTIONS INC",34,"Louisiana"
"599",15,"LA","CIPHERQORE SOLUTIONS, INC",33,"Louisiana"
"600",15,"LA","QWEST CORPORATION",26,"Louisiana"
"601",15,"LA","SEAL CONSULTING INC",16,"Louisiana"
"602",15,"LA","AVANI SYSTEMS, INC",15,"Louisiana"
"603",15,"MA","RANDSTAD TECHNOLOGIES, LLC",1737,"Massachusetts"
"604",15,"MA","VIRTUSA CORPORATION",1035,"Massachusetts"
"605",15,"MA","NTT DATA, INC",844,"Massachusetts"
"606",15,"MA","THE MATHWORKS, INC",406,"Massachusetts"
"607",15,"MA","AVCO CONSULTING INC",337,"Massachusetts"
"608",15,"MD","TATA CONSULTANCY SERVICES LIMITED",11923,"Maryland"
"609",15,"MD","INFINITE COMPUTER SOLUTIONS, INC",493,"Maryland"
"610",15,"MD","GOVERNMENT EMPLOYEES INSURANCE COMPANY (GEICO)",206,"Maryland"
"611",15,"MD","CLIENT NETWORK SERVICES, LLC",137,"Maryland"
"612",15,"MD","HUGHES NETWORK SYSTEMS LLC",102,"Maryland"
"613",15,"ME","TYLER TECHNOLOGIES, INC",40,"Maine"
"614",15,"ME","RITE PROS, INC",39,"Maine"
"615",15,"ME","RITE PROS INC",35,"Maine"
"616",15,"ME","WEX INC",15,"Maine"
"617",15,"ME","IDEXX LABORATORIES, INC",14,"Maine"
"618",15,"MI","ATOS SYNTEL INC",1751,"Michigan"
"619",15,"MI","POPULUS GROUP LLC",796,"Michigan"
"620",15,"MI","HCL GLOBAL SYSTEMS INC",706,"Michigan"
"621",15,"MI","HTC GLOBAL SERVICES INC",432,"Michigan"
"622",15,"MI","CIBER GLOBAL LLC",367,"Michigan"
"623",15,"MN","U.S. BANK NATIONAL ASSOCIATION",407,"Minnesota"
"624",15,"MN","OPTUM SERVICES, INC",382,"Minnesota"
"625",15,"MN","TARGET ENTERPRISE, INC",272,"Minnesota"
"626",15,"MN","MEDTRONIC, INC",117,"Minnesota"
"627",15,"MN","SAGITEC SOLUTIONS, LLC",82,"Minnesota"
"628",15,"MO","CERNER CORPORATION",667,"Missouri"
"629",15,"MO","CHARTER COMMUNICATIONS, INC",453,"Missouri"
"630",15,"MO","PERFICIENT, INC",221,"Missouri"
"631",15,"MO","EXPRESS SCRIPTS SERVICES CO",156,"Missouri"
"632",15,"MO","AMDOCS, INC",138,"Missouri"
"633",15,"MS","BLUE CROSS AND BLUE SHIELD OF MISSISSIPPI",7,"Mississippi"
"634",15,"MS","UNIVERSITY OF MISSISSIPPI MEDICAL CENTER",6,"Mississippi"
"635",15,"MS","BLUE CROSS BLUE SHIELD OF MISSISSIPPI",5,"Mississippi"
"636",15,"MS","MISSISSIPPI STATE UNIVERSITY",4,"Mississippi"
"637",15,"MS","REGENTS CONSULTING GROUP, LLC",4,"Mississippi"
"638",15,"MT","TANA SYSTEMS INC",12,"Montana"
"639",15,"MT","NATIONAL FLOOD SERVICES LLC",3,"Montana"
"640",15,"MT","SOCIAL FINANCE, INC",3,"Montana"
"641",15,"MT","APOLLOS UNIVERSITY INC",2,"Montana"
"642",15,"MT","CHURCH UNIVERSAL TRIUMPHANT, INC",2,"Montana"
"643",15,"NC","INTERNATIONAL BUSINESS MACHINES CORPORATION",3369,"North Carolina"
"644",15,"NC","IBM CORPORATION",2688,"North Carolina"
"645",15,"NC","IBM INDIA PRIVATE LIMITED",1255,"North Carolina"
"646",15,"NC","BANK OF AMERICA N.A",827,"North Carolina"
"647",15,"NC","LOWE'S COMPANIES, INC",385,"North Carolina"
"648",15,"ND","FARGO SOLUTIONS INC",8,"North Dakota"
"649",15,"ND","7CINFO COM INC",6,"North Dakota"
"650",15,"ND","BLUE CROSS BLUE SHIELD OF NORTH DAKOTA",4,"North Dakota"
"651",15,"ND","BLUECHIP FINANCIAL",3,"North Dakota"
"652",15,"ND","UNIVERSITY OF NORTH DAKOTA",3,"North Dakota"
"653",15,"NE","PROKARMA, INC",552,"Nebraska"
"654",15,"NE","MUTUAL OF OMAHA INSURANCE COMPANY",52,"Nebraska"
"655",15,"NE","ITEDGE SYSTEMS INC",48,"Nebraska"
"656",15,"NE","ILAP SYSTEMS INC",46,"Nebraska"
"657",15,"NE","ACI WORLDWIDE CORP",38,"Nebraska"
"658",15,"NH","KANAP SYSTEMS LLC",115,"New Hampshire"
"659",15,"NH","DATASERV INC",57,"New Hampshire"
"660",15,"NH","DEEBECON INC",39,"New Hampshire"
"661",15,"NH","HIGHDATA SOFTWARE CORPORATION",20,"New Hampshire"
"662",15,"NH","C&S WHOLESALE GROCERS, INC",19,"New Hampshire"
"663",15,"NJ","ERNST YOUNG U.S. LLP",4791,"New Jersey"
"664",15,"NJ","WIPRO LIMITED",2346,"New Jersey"
"665",15,"NJ","COMPUNNEL SOFTWARE GROUP, INC",2221,"New Jersey"
"666",15,"NJ","LARSEN TOUBRO INFOTECH LIMITED",2133,"New Jersey"
"667",15,"NJ","TECH MAHINDRA (AMERICAS), INC",1907,"New Jersey"
"668",15,"NM","SPERIDIAN TECHNOLOGIES, LLC",123,"New Mexico"
"669",15,"NM","PRESBYTERIAN HEALTHCARE SERVICES",44,"New Mexico"
"670",15,"NM","TRIAD NATIONAL SECURITY, LLC",15,"New Mexico"
"671",15,"NM","EDATAWORLD LLC",6,"New Mexico"
"672",15,"NM","RISKSENSE, INC",4,"New Mexico"
"673",15,"NV","ENLIGHTENED SOLUTIONS LLC",64,"Nevada"
"674",15,"NV","SG GAMING INC",39,"Nevada"
"675",15,"NV","CREDIT ONE BANK, N.A",37,"Nevada"
"676",15,"NV","INTELLITRO INC",30,"Nevada"
"677",15,"NV","IGT",29,"Nevada"
"678",15,"NY","MPHASIS CORPORATION",1231,"New York"
"679",15,"NY","SYNECHRON INC",824,"New York"
"680",15,"NY","SYNECHRON, INC",577,"New York"
"681",15,"NY","CITIBANK, N.A",494,"New York"
"682",15,"NY","BLOOMBERG L.P",440,"New York"
"683",15,"OH","ERP ANALYSTS, INC",488,"Ohio"
"684",15,"OH","SLK AMERICA, INC",228,"Ohio"
"685",15,"OH","NATIONWIDE INSURANCE",116,"Ohio"
"686",15,"OH","ITELLIGENCE, INC",97,"Ohio"
"687",15,"OH","UNITED SOFTWARE GROUP, INC",93,"Ohio"
"688",15,"OK","TEK LEADERS INC",203,"Oklahoma"
"689",15,"OK","VERIDIC SOLUTIONS, LLC",100,"Oklahoma"
"690",15,"OK","VERIDIC SOLUTIONS LLC",93,"Oklahoma"
"691",15,"OK","ADVANCED KNOWLEDGE TECH, LLC",61,"Oklahoma"
"692",15,"OK","PAYCOM PAYROLL, LLC",49,"Oklahoma"
"693",15,"OR","NIKE, INC",153,"Oregon"
"694",15,"OR","MENTOR GRAPHICS CORPORATION",72,"Oregon"
"695",15,"OR","CORVENTECH CORP",44,"Oregon"
"696",15,"OR","CENTIZEN INC",43,"Oregon"
"697",15,"OR","PRODAPT NORTH AMERICA",36,"Oregon"
"698",15,"PA","DELOITTE CONSULTING LLP",6714,"Pennsylvania"
"699",15,"PA","DELOITTE TOUCHE LLP",701,"Pennsylvania"
"700",15,"PA","MASTECH DIGITAL TECHNOLOGIES, INC",560,"Pennsylvania"
"701",15,"PA","COMCAST CABLE COMMUNICATIONS, LLC",530,"Pennsylvania"
"702",15,"PA","SAP AMERICA, INC",439,"Pennsylvania"
"703",15,"RI","CAREMARK, LLC",300,"Rhode Island"
"704",15,"RI","CVS PHARMACY, INC",190,"Rhode Island"
"705",15,"RI","CITIZENS FINANCIAL GROUP, INC",132,"Rhode Island"
"706",15,"RI","AETNA RESOURCES LLC",101,"Rhode Island"
"707",15,"RI","FACTORY MUTUAL INSURANCE COMPANY",31,"Rhode Island"
"708",15,"SC","WISSENIT INC",94,"South Carolina"
"709",15,"SC","V3TECH SOLUTIONS INC",90,"South Carolina"
"710",15,"SC","ORRBA SYSTEMS LLC",73,"South Carolina"
"711",15,"SC","KEEN INFO TEK INC",57,"South Carolina"
"712",15,"SC","CALIBER IT SOLUTIONS INC",52,"South Carolina"
"713",15,"SD","MY3TECH INC",15,"South Dakota"
"714",15,"SD","SANFORD HEALTH",13,"South Dakota"
"715",15,"SD","PREMIER BANKCARD LLC",6,"South Dakota"
"716",15,"SD","SONIFI SOLUTIONS, INC",2,"South Dakota"
"717",15,"SD","TOTAL CARD, INC",2,"South Dakota"
"718",15,"TN","FEDEX CORPORATE SERVICES, INC",247,"Tennessee"
"719",15,"TN","UBS BUSINESS SOLUTIONS US LLC",206,"Tennessee"
"720",15,"TN","CUMMINS INC",138,"Tennessee"
"721",15,"TN","ASURION, LLC",92,"Tennessee"
"722",15,"TN","SAI TECHNOLOGIES, LLC",87,"Tennessee"
"723",15,"TX","COGNIZANT TECHNOLOGY SOLUTIONS US CORP",28164,"Texas"
"724",15,"TX","INFOSYS LIMITED",9098,"Texas"
"725",15,"TX","HEWLETT PACKARD ENTERPRISE COMPANY",341,"Texas"
"726",15,"TX","FUJITSU AMERICA, INC",307,"Texas"
"727",15,"TX","EMC CORPORATION",304,"Texas"
"728",15,"UT","OVERSTOCK.COM, INC",67,"Utah"
"729",15,"UT","CONNVERTEX TECHNOLOGIES INC",53,"Utah"
"730",15,"UT","ANCESTRY.COM OPERATIONS, INC",49,"Utah"
"731",15,"UT","QUALTRICS, LLC",49,"Utah"
"732",15,"UT","ALLY BANK",42,"Utah"
"733",15,"VA","CAPITAL ONE SERVICES, LLC",827,"Virginia"
"734",15,"VA","SYSTEM SOFT TECHNOLOGIES, LLC",767,"Virginia"
"735",15,"VA","CGI TECHNOLOGIES AND SOLUTIONS INC",566,"Virginia"
"736",15,"VA","IDEXCEL INC",280,"Virginia"
"737",15,"VA","COMPUTER SCIENCES CORPORATION",234,"Virginia"
"738",15,"VT","ITECH US, INC",173,"Vermont"
"739",15,"VT","BLOCKCHAIN TECHNOLOGIES LLC",10,"Vermont"
"740",15,"VT","DATA SCIENCE TECHNOLOGIES LLC",10,"Vermont"
"741",15,"VT","MACHINE INTELLIGENCE TECHNOLOGIES LLC",7,"Vermont"
"742",15,"VT","ROBOTIC PROCESS AUTOMATION LLC",7,"Vermont"
"743",15,"WA","AMAZON.COM SERVICES LLC",7300,"Washington"
"744",15,"WA","MICROSOFT CORPORATION",6899,"Washington"
"745",15,"WA","AMAZON.COM SERVICES, INC",2167,"Washington"
"746",15,"WA","AMAZON WEB SERVICES, INC",1836,"Washington"
"747",15,"WA","AMAZON DEVELOPMENT CENTER U.S., INC",438,"Washington"
"748",15,"WI","FISERV SOLUTIONS, LLC",201,"Wisconsin"
"749",15,"WI","EXPERIS US, INC",144,"Wisconsin"
"750",15,"WI","AMERICAN FAMILY MUTUAL INSURANCE COMPANY, S.I",91,"Wisconsin"
"751",15,"WI","NORTHWESTERN MUTUAL LIFE INSURANCE COMPANY",90,"Wisconsin"
"752",15,"WI","FIRST DATA MERCHANT SERVICES LLC",56,"Wisconsin"
"753",15,"WV","MAHANTECH CORPORATION",23,"West Virginia"
"754",15,"WV","WEST VIRGINIA UNIVERSITY",6,"West Virginia"
"755",15,"WV","WEST VIRGINIA UNIVERSITY HOSPITALS, INC",4,"West Virginia"
"756",15,"WV","AMERICAN PUBLIC EDUCATION, INC",3,"West Virginia"
"757",15,"WV","MOUNTAIN STATE SOFTWARE SOLUTIONS, LLC",3,"West Virginia"
"758",15,"WY","3D TECHNOLOGIES LLC",51,"Wyoming"
"759",15,"WY","OKLAHOMA TECHNOLOGY GROUP LLC",29,"Wyoming"
"760",15,"WY","HCL GLOBAL SYSTEMS INC",13,"Wyoming"
"761",15,"WY","SYNTAX TECHNOLOGIES LLC",10,"Wyoming"
"762",15,"WY","EBIZONCLOUD LLC",4,"Wyoming"
"763",17,"AK","NORTHERN STAR (POGO) LLC",8,"Alaska"
"764",17,"AK","TECK ALASKA INCORPORATED",3,"Alaska"
"765",17,"AK","BRICE ENVIRONMENTAL SERVICES CORPORATION",2,"Alaska"
"766",17,"AK","KAKIVIK ASSET MANAGEMENT, LLC",2,"Alaska"
"767",17,"AK","TERRASOND LIMITED",2,"Alaska"
"768",17,"AL","MANDO AMERICA CORPORATION",9,"Alabama"
"769",17,"AL","HARGROVE ASSOCIATES, INC",8,"Alabama"
"770",17,"AL","KAMTEK INC",8,"Alabama"
"771",17,"AL","THE UNIVERSITY OF ALABAMA",8,"Alabama"
"772",17,"AL","MESA ASSOCIATES, INC",7,"Alabama"
"773",17,"AR","WAL-MART ASSOCIATES, INC",30,"Arkansas"
"774",17,"AR","GARVER LLC",7,"Arkansas"
"775",17,"AR","BIG RIVER STEEL LLC",4,"Arkansas"
